SK_ID_CURR,TARGET
100001,0.2408058674701446
100005,0.3411265499007493
100013,0.04323827803111412
100028,0.056248605364779734
100038,0.48121300144744483
100042,0.13337384980318098
100057,0.022854388265787163
100065,0.3680321875193804
100066,0.0
100067,0.2860752592113812
100074,0.02018143218250495
100090,0.2645946247954134
100091,0.42687787543765426
100092,0.47937348478215575
100106,0.33008473167312047
100107,0.17956628562621035
100109,0.0
100117,0.0
100128,0.08581439970571664
100141,0.07256040616962414
100150,0.10371657599335267
100168,0.11337950423026041
100169,0.0
100170,0.0
100171,0.20022191752154442
100172,0.033421392742892485
100184,0.2150784169986118
100187,0.0
100212,0.1
100222,0.29224210084507013
100223,0.16955117959884808
100232,0.37099447846141403
100241,0.4545626609506579
100245,0.11303065154410119
100253,0.06270260126230466
100256,0.23042975403582747
100271,0.010461980935987093
100278,0.4508044178026479
100280,0.0
100306,0.38157440290683164
100311,0.18188049141363005
100312,0.20350674249505502
100330,0.19842839213278107
100331,0.08268470102239182
100352,0.2605937861618165
100358,0.3232661966289939
100367,0.15343609277065123
100382,0.23157317496318175
100384,0.6170656290903578
100385,0.3171490078774811
100386,0.47581901168012913
100399,0.021329324284048934
100404,0.008601373493462686
100416,0.03058927899480803
100422,0.2504928598520838
100426,0.1817579704591557
100438,0.10657149523619869
100444,0.13265283347675014
100445,0.49803760341385894
100446,0.3851610614518017
100447,0.058930087147653985
100450,0.14725170566943913
100466,0.0051296265716779445
100483,0.23966818798128076
100484,0.1
100494,0.10935301330489278
100510,0.3532581053740087
100512,0.05086458183388513
100517,0.13330882144324233
100548,0.014209533886723583
100551,0.12668988983985768
100552,0.31491461078577826
100553,0.03456478402413996
100561,0.2700756964624782
100568,0.4230403568500768
100569,0.021149497385997786
100591,0.20786259278308594
100592,0.002350828405368526
100602,0.4339876880756113
100607,0.10290270524999023
100613,0.3822197254331812
100617,0.1566065268355352
100618,0.1135087078935634
100622,0.0
100625,0.2897859572388674
100677,0.42475844194406875
100699,0.0
100702,0.38252825270358326
100711,0.22910954063984584
100729,0.2224843480388366
100740,0.7072661097451919
100744,0.6732242136630391
100745,0.0
100747,0.10860137349346269
100751,0.2643020370394821
100752,0.10383550157407054
100753,0.37563728692045295
100754,0.28696740927784264
100760,0.11798598785004959
100762,0.20298070970477572
100763,0.13485586458588714
100765,0.043359463001291336
100770,0.2806907889562885
100772,0.09602867221739611
100777,0.18797620582623625
100791,0.08506025546511803
100792,0.22149383511219653
100797,0.10181047084137762
100823,0.23335271221590545
100826,0.2495151088718437
100830,0.040501951466307674
100836,0.3085755222905416
100872,0.0
100910,0.18584644681783236
100913,0.0
100918,0.1593477074235808
100931,0.06109911842499858
100952,0.09804067029553777
100953,0.06231823697741638
100965,0.28486393468441557
100970,0.06855850539216479
100982,0.5589253283819005
100983,0.50127822389674
100984,0.1
100987,0.15988119216741153
100997,0.2772782932027561
100998,0.21033654023089393
101002,0.07564287816756307
101005,0.32663327807237985
101008,0.726813039895237
101020,0.1407090426484528
101021,0.11259455622443137
101024,0.0
101025,0.1734945645382933
101026,0.10388433596788582
101031,0.12317680924193272
101041,0.026864558189040717
101051,0.08509637784310378
101055,0.11998951786946073
101056,0.5821417895830238
101057,0.1958994931214773
101064,0.03885368728893981
101079,0.3050084730301531
101087,0.06912471652676626
101090,0.12109227520649439
101092,0.684489564643252
101097,0.3280917515798947
101099,0.1
101107,0.3517922091324165
101118,0.2521252794299814
101125,0.5150323314142969
101126,0.0762053457099083
101128,0.11993016148254036
101136,0.1637944501506311
101140,0.32138799271280816
101149,0.3630656278559586
101160,0.2202216848609017
101169,0.587752047482516
101181,0.0
101186,0.09680517571159444
101190,0.2331940484568737
101193,0.47598916282711173
101194,0.28560499217922103
101198,0.08687345226589739
101200,0.0
101204,0.06945915777000529
101211,0.17803983738703613
101213,0.17916454368838225
101223,0.3706890703179185
101225,0.46499359527259204
101237,0.15205734412407676
101243,0.1597630071245851
101244,0.40575581442003805
101258,0.24354457921992445
101259,0.24065416831461697
101268,0.19080873011785232
101269,0.04663111540508129
101271,0.20382465958078827
101279,0.06437089951218027
101281,0.27433519145789076
101287,0.0928302949940023
101292,0.17423618565438287
101294,0.12450476239732437
101296,0.23674353879403376
101297,0.0036568982501712435
101299,0.1
101301,0.0
101305,0.19636522696691047
101308,0.15822407119938298
101318,0.13557125678616394
101327,0.4328906695915055
101329,0.0
101332,0.18669055006937638
101337,0.13597582350939003
101343,0.2
101345,0.06990439031333702
101346,0.10671679367427842
101353,0.028548345153365885
101354,0.2966017088500447
101355,0.38356345819433885
101356,0.0015984441060536586
101362,0.29153391808160023
101363,0.580350932474738
101365,0.2
101366,0.36596090055062547
101367,0.33225083888650475
101368,0.0
101374,0.28600738332560954
101380,0.06257238906326842
101383,0.1
101398,0.06630889440496343
101399,0.6301409243235907
101401,0.6383209655163958
101412,0.19268296706325083
101426,0.150975771319028
101427,0.7814883063611788
101428,0.0
101429,0.45321642656693495
101434,0.043359463001291336
101440,0.2372443143673076
101448,0.3890629046846789
101449,0.044853903702587135
101465,0.07735575410127656
101467,0.22848969430675642
101472,0.19668575993593695
101478,0.2652815223503339
101497,0.2350911168701244
101504,0.1
101547,0.10258114019765438
101548,0.15178326479943854
101555,0.1
101570,0.16870839010878227
101572,0.5049767090160099
101578,0.14303957984473792
101580,0.25519011429767774
101588,0.2614406988657936
101602,0.08288490005642232
101610,0.4999324110243212
101614,0.1740042148251895
101616,0.08237081676546189
101643,0.5498932155380207
101644,0.20291182615733763
101649,0.1
101650,0.2531822882920759
101665,0.0065674488626001355
101667,0.1774776404668659
101669,0.0
101674,0.3301706526465439
101675,0.03177433908575433
101678,0.5239834962126105
101682,0.0679336308240874
101686,0.03682036490092441
101697,0.4166945985127183
101700,0.7211558998107228
101711,0.19715596645587025
101714,0.1
101715,0.7258462709447067
101728,0.0
101732,0.09510585417682785
101757,0.09119091590925586
101758,0.25632015794988927
101759,0.21740657378875006
101762,0.13657086304118965
101764,0.09088357855097344
101780,0.4296091204521268
101784,0.03677287592047472
101789,0.0
101816,0.4785694368968154
101819,0.1
101827,0.09736898234197666
101863,0.2549774214506335
101867,0.03908112320988206
101870,0.0905499872372827
101873,0.26364409080929757
101878,0.5022203811800966
101879,0.0
101880,0.20093534094329019
101887,0.03058927899480803
101897,0.10419572755582669
101901,0.17015445481828
101903,0.22413946505507795
101920,0.01246030189294679
101921,0.09100036913619464
101922,0.02018143218250495
101961,0.47629270123229583
101962,0.0022180357768460737
101971,0.1
101976,0.45963742266206953
102002,0.16784199372756697
102005,0.07275313431403063
102007,0.2625914721963449
102017,0.047271006098529814
102019,0.42613235145006056
102029,0.07062019532549707
102051,0.31179611088877046
102052,0.013030651544101194
102054,0.057611337219573
102062,0.17019938021324987
102067,0.2681743352517948
102068,0.0
102070,0.14369971768666115
102090,0.07041202846666825
102092,0.27730578319627874
102099,0.49822207277635755
102100,0.0
102112,0.43102822578223543
102113,0.19984897905365967
102122,0.433844099228227
102123,0.1
102125,0.2643594005450366
102126,0.24167714888052116
102146,0.29080851145957465
102147,0.4441377864847955
102151,0.04757447272046375
102158,0.48785664007554413
102159,0.044200998562453145
102162,0.4716564402239247
102165,0.1795164624970113
102166,0.12257211167429918
102174,0.0963152539028285
102193,0.4399440075562705
102198,0.0
102205,0.45617642850733214
102206,0.03270632271677286
102218,0.0
102221,0.022854388265787163
102230,0.2637821452235544
102238,0.45685784627176906
102248,0.0
102252,0.3485359988136666
102259,0.1237244016209744
102262,0.1
102273,0.2
102286,0.08131250508731203
102293,0.14900956017429806
102294,0.2275578930510027
102296,0.0
102298,0.13477765195567612
102303,0.21078166610001076
102309,0.47763493615547886
102315,0.19354534098067325
102340,0.15118994474349948
102342,0.2
102344,0.2257020246159033
102346,0.3967072316903094
102347,0.2585219521773475
102374,0.002879990138031899
102380,0.10086447949352481
102387,0.031080808066925675
102393,0.39150619255257063
102403,0.1
102413,0.13099662302032972
102414,0.03603588004032367
102415,0.09683670024684277
102416,0.4787830375879141
102439,0.24353455032691368
102441,0.06626805957747736
102443,0.07305465822457682
102444,0.08110890859372662
102445,0.32685429893680124
102448,0.07806282361063169
102449,0.17000330843351538
102450,0.15708579724338856
102456,0.0
102458,0.13355122014510734
102459,0.2510628119152251
102465,0.0
102470,0.40182913635901824
102471,0.2690189525200589
102475,0.15862684067313215
102476,0.4420818728091991
102506,0.0
102509,0.09310703492517017
102519,0.02018143218250495
102522,0.0
102545,0.0
102549,0.08050226491657
102562,0.0
102563,0.02891075236376095
102568,0.3830358075063565
102582,0.4641518237969038
102592,0.37522497377485
102597,0.13873690626495866
102605,0.1890304544888046
102614,0.09313153500890703
102617,0.23355552638739097
102634,0.0
102652,0.10260343972514618
102655,0.0
102671,0.269320177015759
102694,0.18461195486739043
102701,0.3540123891362268
102703,0.0
102704,0.03723504700235518
102713,0.1
102720,0.6247479004811569
102731,0.18132979566972102
102733,0.1831253280729768
102749,0.1539719802632918
102755,0.15974532464777785
102763,0.1
102770,0.1417387793830744
102772,0.2455341462264476
102799,0.3638284351176331
102838,0.0
102854,0.1577253575191445
102862,0.38313026978368814
102863,0.11087860313022654
102867,0.02490594796521615
102868,0.005981029798830378
102878,0.29571378180134433
102887,0.3619570381796585
102898,0.254579664225101
102904,0.26370437261946245
102912,0.30262601535069683
102919,0.013044715053793232
102927,0.18645183967818338
102932,0.11968120034301855
102933,0.18078272968762685
102935,0.09771513669579872
102958,0.29797695208708197
102969,0.5255115862232522
102971,0.06457054334256523
102975,0.11551649847543821
102979,0.4550922543042996
102982,0.006778561631353297
102987,0.2105529263983817
102989,0.08436007878402038
102995,0.34394937359786104
102996,0.068828013007356
103000,0.05419308148444585
103001,0.1355083277740465
103004,0.043154062223307796
103010,0.0051296265716779445
103025,0.482864968840104
103029,0.15371754111599417
103046,0.49131047826966434
103056,0.07760680375092653
103062,0.1108700673238527
103078,0.0558544585169232
103083,0.0592015839352704
103092,0.1
103096,0.055047343177794014
103097,0.21320667413484845
103102,0.4793073709935841
103112,0.0
103132,0.1989774050804328
103144,0.21888338169572794
103145,0.25433034299345003
103146,0.22361549913518566
103147,0.17134901681571835
103158,0.028259703044599883
103171,0.3073772125079599
103173,0.06993363782236603
103184,0.2265898494414534
103195,0.6870557576495513
103196,0.1
103206,0.15094137836399577
103230,0.07286034695735835
103231,0.3503367504386403
103232,0.19935630555252573
103239,0.18787341187546353
103240,0.11281922863431108
103243,0.0
103252,0.1
103258,0.16547680868121287
103259,0.289676667694876
103279,0.07398379972409522
103280,0.09579376307830463
103286,0.055870027838540316
103287,0.5325370132380793
103290,0.008686826756272591
103298,0.24384206083452095
103315,0.0
103319,0.07121278542882227
103334,0.4085300439194398
103336,0.50267413891936
103345,0.12946691226567147
103368,0.024165653556800074
103371,0.08436007878402038
103377,0.09528664405316668
103398,0.12162124707898829
103404,0.1550911397246449
103408,0.456703957831324
103410,0.359385686165728
103418,0.08977958846632954
103420,0.51277853255768
103432,0.2
103433,0.1632647377977622
103436,0.006722536197677297
103440,0.04435472211543961
103453,0.47774179442732584
103459,0.08232704433043234
103460,0.11626598842646345
103461,0.0
103462,0.08415115317541828
103473,0.27554987989876734
103474,0.0
103475,0.40701138345877447
103478,0.5100816282452392
103480,0.058034913091090726
103484,0.0
103494,0.2834303096129441
103513,0.0
103515,0.016284320022894486
103516,0.5061946744344321
103525,0.24289953167932715
103541,0.6019408147141536
103544,0.0015526738357829841
103562,0.24238914715279164
103570,0.5895060042231338
103572,0.23836096583522898
103574,0.023056845848609172
103575,0.14135744552090052
103591,0.3313591272827211
103594,0.02018143218250495
103609,0.0
103613,0.11496215041959772
103614,0.0
103615,0.0
103624,0.188372272890354
103625,0.3240571216440807
103628,0.501142417850013
103629,0.19188987554813103
103647,0.06456335486891654
103648,0.18560241287288043
103651,0.04492426028816514
103658,0.058434061816885166
103668,0.21212882548008047
103669,0.1794548141763305
103676,0.0
103682,0.3429596118400669
103683,0.1
103689,0.0
103725,0.0
103733,0.08878052909436865
103744,0.2667508746635675
103762,0.09876099260338786
103771,0.6205873130331144
103773,0.0
103783,0.08212625587675798
103784,0.1
103808,0.0
103812,0.1
103813,0.36370307800930035
103814,0.3770924092684619
103818,0.34176752672068
103824,0.0
103828,0.0
103830,0.09932900508956058
103840,0.1
103842,0.0795510569330322
103847,0.1924147535977694
103848,0.0
103851,0.09192709180189261
103854,0.07259661362672398
103857,0.5966892695169802
103861,0.01672288059847695
103862,0.1770366855557764
103865,0.17831762175427016
103870,0.13868283908880052
103876,0.10347601750919704
103891,0.6688459931722168
103908,0.4230985102724219
103914,0.22331644803467735
103918,0.14802234948519796
103940,0.0
103963,0.11858631471247674
103966,0.014526763140043964
103971,0.6334144795531067
103980,0.5635240285602539
103984,0.07462293663835806
103985,0.1
103998,0.6975406982080316
104019,0.08984526866164357
104026,0.1638314644544116
104035,0.24482713189428976
104044,0.0
104045,0.1854289074113155
104047,0.2287484851695433
104051,0.10692964797934508
104058,0.12441641393502356
104063,0.03970457283275507
104066,0.45638154172887724
104087,0.0
104089,0.19364524976679295
104095,0.11156820290637146
104098,0.332450079474454
104104,0.1343967297784511
104110,0.5483421727524134
104120,0.16465087689515207
104122,0.0
104131,0.15544472863941214
104132,0.16926280777971442
104135,0.1225109757162264
104136,0.01950278034578393
104149,0.1
104150,0.1781588288055131
104156,0.3756473365811318
104165,0.04524374998280715
